Speler;Link;Datum;Speelronde;P_Gespeeld;P_Gewonnen;P_Gelijk;P_Verloren;P_Kaart_Geel;P_Kaart_Rood;P_Doelpunt;P_Assist;P_Tegendoelpunt;P_Eigen_Doelpunt;P_Clean_Sheet;P_Penalty_Gescoord;P_Penalty_Gemist;P_Penalty_Gestopt;P_Totaal
K. Razak;/players/khaled-razak/882843/;2024-08-10;1;0.0;0.0;0.0;0.0;-0.0;-0.0;0.0;0.0;0.0;-0.0;0.0;0.0;-0.0;0.0;0.0
J. Smits;/players/joshua-smits/149369/;2024-08-10;1;0.0;0.0;0.0;0.0;-0.0;-0.0;0.0;0.0;-0.0;-0.0;0.0;0.0;-0.0;0.0;0.0
C. van den Berg;/players/connor-van-den-berg/569426/;2024-08-10;1;0.0;0.0;0.0;0.0;-0.0;-0.0;0.0;0.0;-0.0;-0.0;0.0;0.0;-0.0;0.0;0.0
P. van Loon;/players/per-van-loon/982232/;2024-08-10;1;;;;;;;;;;;;;;;0
M. de Waal;/players/max-de-waal/632222/;2024-08-10;1;0.0;0.0;0.0;0.0;-0.0;-0.0;0.0;0.0;0.0;-0.0;0.0;0.0;-0.0;0.0;0.0
P. Joosten;/players/patrick-joosten/394561/;2024-08-10;1;0.0;0.0;0.0;0.0;-0.0;-0.0;0.0;0.0;0.0;-0.0;0.0;0.0;-0.0;0.0;0.0
D. Mathieu;/players/dani-mathieu/567744/;2024-08-10;1;0.0;0.0;0.0;0.0;-0.0;-0.0;0.0;0.0;0.0;-0.0;0.0;0.0;-0.0;0.0;0.0
R. Roefs;/players/robin-roefs/636190/;2024-08-10;1;3.0;0.0;0.0;0.0;-0.0;-0.0;0.0;0.0;-2.0;-0.0;0.0;0.0;-0.0;0.0;1.0
B. Nuytinck;/players/bram-nuytinck/86442/;2024-08-10;1;2.8;0.0;0.0;0.0;-0.0;-0.0;0.0;0.0;-2.0;-0.0;0.0;0.0;-0.0;0.0;0.7999999999999998
C. Verdonk;/players/calvin-verdonk/319288/;2024-08-10;1;3.0;0.0;0.0;0.0;-0.0;-0.0;0.0;0.0;-2.0;-0.0;0.0;0.0;-0.0;0.0;1.0
Iván Márquez;/players/ivan-marquez-alvarez/352663/;2024-08-10;1;3.0;0.0;0.0;0.0;-0.0;-0.0;0.0;0.0;-2.0;-0.0;0.0;0.0;-0.0;0.0;1.0
B. van Rooij;/players/bart-van-rooij/557859/;2024-08-10;1;3.0;0.0;0.0;0.0;-0.0;-0.0;0.0;6.0;-2.0;-0.0;0.0;0.0;-0.0;0.0;7.0
M. Hoedemakers;/players/mees-hoedemakers/465082/;2024-08-10;1;2.8;0.0;0.0;0.0;-0.0;-0.0;0.0;0.0;0.0;-0.0;0.0;0.0;-0.0;0.0;2.8
Róber;/players/roberto-gonzalez-bayon/500171/;2024-08-10;1;2.7666666666666666;0.0;0.0;0.0;-0.0;-0.0;0.0;0.0;0.0;-0.0;0.0;0.0;-0.0;0.0;2.7666666666666666
D. Proper;/players/dirk-proper/525939/;2024-08-10;1;3.0;0.0;0.0;0.0;-0.0;-0.0;0.0;0.0;0.0;-0.0;0.0;0.0;-0.0;0.0;3.0
K. Sano;/players/kodai-sano/815318/;2024-08-10;1;3.0;0.0;0.0;0.0;-0.0;-0.0;9.0;0.0;0.0;-0.0;0.0;0.0;-0.0;0.0;12.0
S. Ouaissa;/players/sami-ouaissa/856399/;2024-08-10;1;3.0;0.0;0.0;0.0;-0.0;-0.0;0.0;0.0;0.0;-0.0;0.0;0.0;-0.0;0.0;3.0
B. Önal;/players/basar-onal/822550/;2024-08-10;1;2.4000000000000004;0.0;0.0;0.0;-0.0;-0.0;0.0;0.0;0.0;-0.0;0.0;0.0;-0.0;0.0;2.4000000000000004
L. Olden Larsen;/players/lars-olden-larsen/479687/;2024-08-10;1;0.6000000000000001;0.0;0.0;0.0;-0.0;-0.0;0.0;0.0;0.0;-0.0;0.0;0.0;-0.0;0.0;0.6000000000000001
A. Darellas;/players/argyrios-darelas/637189/;2024-08-10;1;0.23333333333333334;0.0;0.0;0.0;-0.0;-0.0;0.0;0.0;0.0;-0.0;0.0;0.0;-0.0;0.0;0.23333333333333334
S. Hansen;/players/sontje-hansen/508823/;2024-08-10;1;0.2;0.0;0.0;0.0;-0.0;-0.0;0.0;0.0;0.0;-0.0;0.0;0.0;-0.0;0.0;0.2
L. Schöne;/players/lasse-schone/17366/;2024-08-10;1;0.2;0.0;0.0;0.0;-0.0;-0.0;0.0;0.0;0.0;-0.0;0.0;0.0;-0.0;0.0;0.2
S. van Gassel;/players/stijn-van-gassel/323665/;2024-08-10;1;0.0;0.0;0.0;0.0;-0.0;-0.0;0.0;0.0;-0.0;-0.0;0.0;0.0;-0.0;0.0;0.0
B. Pereira;/players/brayann-pereira/640596/;2024-08-10;1;0.0;0.0;0.0;0.0;-0.0;-0.0;0.0;0.0;-0.0;-0.0;0.0;0.0;-0.0;0.0;0.0
K. de Wit;/players/kas-de-wit/857092/;2024-08-10;1;0.0;0.0;0.0;0.0;-0.0;-0.0;0.0;0.0;0.0;-0.0;0.0;0.0;-0.0;0.0;0.0
D. Arts;/players/dleanu-arts/643504/;2024-08-10;1;0.0;0.0;0.0;0.0;-0.0;-0.0;0.0;0.0;-0.0;-0.0;0.0;0.0;-0.0;0.0;0.0
L. Nieuwenhuijs;/players/luc-nieuwenhuijs/937268/;2024-08-10;1;0.0;0.0;0.0;0.0;-0.0;-0.0;0.0;0.0;0.0;-0.0;0.0;0.0;-0.0;0.0;0.0
R. Janse;/players/rijk-janse/632550/;2024-08-10;1;0.0;0.0;0.0;0.0;-0.0;-0.0;0.0;0.0;-0.0;-0.0;0.0;0.0;-0.0;0.0;0.0
L. Unnerstall;/players/lars-unnerstall/81320/;2024-08-10;1;3.0;2.0;0.0;0.0;-0.0;-0.0;0.0;0.0;-1.0;-0.0;0.0;0.0;-0.0;0.0;4.0
B. Kuipers;/players/bas-edo-kuipers/274649/;2024-08-10;1;3.0;2.0;0.0;0.0;-0.0;-0.0;0.0;6.0;-1.0;-0.0;0.0;0.0;-0.0;0.0;10.0
A. Van Hoorenbeeck;/players/alec-van-hoorenbeeck/593523/;2024-08-10;1;3.0;2.0;0.0;0.0;-0.0;-0.0;12.0;0.0;-1.0;-0.0;0.0;0.0;-0.0;0.0;16.0
M. Vlap;/players/michel-vlap/407742/;2024-08-10;1;2.4000000000000004;1.6;0.0;0.0;-0.0;-0.0;0.0;0.0;0.0;-0.0;0.0;0.0;-0.0;0.0;4.0
M. Kjølø;/players/mathias-ullereng-kjolo/517477/;2024-08-10;1;3.0;2.0;0.0;0.0;-0.0;-0.0;0.0;0.0;0.0;-0.0;0.0;0.0;-0.0;0.0;5.0
S. Steijn;/players/sem-steijn/560623/;2024-08-10;1;2.033333333333333;1.3555555555555556;0.0;0.0;-0.0;-0.0;0.0;0.0;0.0;-0.0;0.0;0.0;-0.0;0.0;3.388888888888889
M. Bruns;/players/max-bruns/628828/;2024-08-10;1;3.0;2.0;0.0;0.0;-0.0;-0.0;0.0;0.0;0.0;-0.0;0.0;0.0;-0.0;0.0;5.0
Y. Regeer;/players/youri-regeer/632221/;2024-08-10;1;1.0999999999999999;0.7333333333333333;0.0;0.0;-0.0;-0.0;0.0;0.0;0.0;-0.0;0.0;0.0;-0.0;0.0;1.833333333333333
S. Ltaief;/players/sayfallah-ltaief/659735/;2024-08-10;1;2.033333333333333;1.3555555555555556;0.0;0.0;-0.0;-0.0;0.0;5.0;0.0;-0.0;0.0;0.0;-0.0;0.0;8.38888888888889
S. Lammers;/players/sam-lammers/407736/;2024-08-10;1;2.933333333333333;1.9555555555555555;0.0;0.0;-0.0;-0.0;8.0;0.0;0.0;-0.0;0.0;0.0;-0.0;0.0;12.88888888888889
D. Rots;/players/daan-rots/628516/;2024-08-10;1;2.4000000000000004;1.6;0.0;0.0;-0.0;-0.0;0.0;0.0;0.0;-0.0;0.0;0.0;-0.0;0.0;4.0
A. Salah-Eddine;/players/anass-salah-eddine/525927/;2024-08-10;1;1.9;1.2666666666666666;0.0;0.0;-0.0;-0.0;0.0;0.0;-0.0;-0.0;0.0;0.0;-0.0;0.0;3.1666666666666665
M. van Bergen;/players/mitchell-van-bergen/426574/;2024-08-10;1;0.9666666666666668;0.6444444444444445;0.0;0.0;-0.0;-0.0;0.0;0.0;0.0;-0.0;0.0;0.0;-0.0;0.0;1.6111111111111112
R. van Wolfswinkel;/players/ricky-van-wolfswinkel/59407/;2024-08-10;1;0.9666666666666668;0.6444444444444445;0.0;0.0;-0.0;-0.0;0.0;0.0;0.0;-0.0;0.0;0.0;-0.0;0.0;1.6111111111111112
C. Eiting;/players/carel-eiting/379791/;2024-08-10;1;0.6000000000000001;0.4;0.0;0.0;-0.0;-0.0;0.0;0.0;0.0;-0.0;0.0;0.0;-0.0;0.0;1.0
Y. Taha;/players/younes-taha-el-idrissi/755774/;2024-08-10;1;0.6000000000000001;0.4;0.0;0.0;-0.0;-0.0;0.0;0.0;0.0;-0.0;0.0;0.0;-0.0;0.0;1.0
J. Mesbahi;/players/julien-mesbahi/830556/;2024-08-10;1;0.06666666666666667;0.044444444444444446;0.0;0.0;-0.0;-0.0;0.0;0.0;-0.0;-0.0;0.0;0.0;-0.0;0.0;0.1111111111111111
I. El Maach;/players/issam-el-maach/506880/;2024-08-10;1;0.0;0.0;0.0;0.0;-0.0;-0.0;0.0;0.0;-0.0;-0.0;0.0;0.0;-0.0;0.0;0.0
M. Rots;/players/mats-rots/830558/;2024-08-10;1;0.0;0.0;0.0;0.0;-0.0;-0.0;0.0;0.0;-0.0;-0.0;0.0;0.0;-0.0;0.0;0.0
H. Kuster;/players/harrie-kuster/916880/;2024-08-10;1;0.0;0.0;0.0;0.0;-0.0;-0.0;0.0;0.0;0.0;-0.0;0.0;0.0;-0.0;0.0;0.0
P. Tytoń;/players/przemyslaw-tyton/17326/;2024-08-10;1;0.0;0.0;0.0;0.0;-0.0;-0.0;0.0;0.0;-0.0;-0.0;0.0;0.0;-0.0;0.0;0.0
W. Benítez;/players/walter-benitez/210145/;2024-08-10;1;3.0;2.0;0.0;0.0;-0.0;-0.0;0.0;0.0;-1.0;-0.0;0.0;0.0;-0.0;0.0;4.0
O. Boscagli;/players/olivier-boscagli/329542/;2024-08-10;1;2.8;1.8666666666666667;0.0;0.0;-0.0;-0.0;0.0;6.0;-1.0;-0.0;0.0;0.0;-0.0;0.0;9.666666666666666
F. Oppegård;/players/fredrik-oppegard/575059/;2024-08-10;1;3.0;2.0;0.0;0.0;-0.0;-0.0;0.0;0.0;-1.0;-0.0;0.0;0.0;-0.0;0.0;4.0
R. Flamingo;/players/ryan-flamingo/627724/;2024-08-10;1;3.0;2.0;0.0;0.0;-0.0;-0.0;0.0;0.0;-1.0;-0.0;0.0;0.0;-0.0;0.0;4.0
J. Schouten;/players/jerdy-schouten/448432/;2024-08-10;1;3.0;2.0;0.0;0.0;-0.0;-0.0;9.0;0.0;0.0;-0.0;0.0;0.0;-0.0;0.0;14.0
J. Veerman;/players/joey--veerman/459312/;2024-08-10;1;2.3000000000000003;1.5333333333333334;0.0;0.0;-0.0;-0.0;0.0;10.0;0.0;-0.0;0.0;0.0;-0.0;0.0;13.833333333333334
R. Ledezma;/players/richard-ledezma/512218/;2024-08-10;1;2.3000000000000003;1.5333333333333334;0.0;0.0;-0.0;-0.0;0.0;0.0;0.0;-0.0;0.0;0.0;-0.0;0.0;3.833333333333334
M. Tillman;/players/malik-tillman/561787/;2024-08-10;1;3.0;2.0;0.0;0.0;-0.0;-0.0;9.0;0.0;0.0;-0.0;0.0;0.0;-0.0;0.0;14.0
L. de Jong;/players/luuk-de-jong/65056/;2024-08-10;1;2.3000000000000003;1.5333333333333334;0.0;0.0;-0.0;-0.0;0.0;4.0;0.0;-0.0;0.0;0.0;-0.0;0.0;7.833333333333334
N. Lang;/players/noa-lang/463018/;2024-08-10;1;2.3000000000000003;1.5333333333333334;0.0;0.0;-0.0;-0.0;0.0;0.0;0.0;-0.0;0.0;0.0;-0.0;0.0;3.833333333333334
J. Bakayoko;/players/johan-bakayoko/638229/;2024-08-10;1;3.0;2.0;0.0;0.0;-0.0;-0.0;8.0;0.0;0.0;-0.0;0.0;0.0;-0.0;0.0;13.0
R. Pepi;/players/ricardo-pepi/523964/;2024-08-10;1;0.7;0.4666666666666667;0.0;0.0;-0.0;-0.0;0.0;0.0;0.0;-0.0;0.0;0.0;-0.0;0.0;1.1666666666666665
J. Teze;/players/jordan-teze/426583/;2024-08-10;1;0.7;0.4666666666666667;0.0;0.0;-0.0;-0.0;0.0;0.0;-1.0;-0.0;0.0;0.0;-0.0;0.0;0.16666666666666652
H. Lozano;/players/hirving-rodrigo-lozano-bahena/327531/;2024-08-10;1;0.7;0.4666666666666667;0.0;0.0;-0.0;-0.0;16.0;0.0;0.0;-0.0;0.0;0.0;-0.0;0.0;17.166666666666668
G. Til;/players/guus-til/451981/;2024-08-10;1;0.7;0.4666666666666667;0.0;0.0;-0.0;-0.0;0.0;5.0;0.0;-0.0;0.0;0.0;-0.0;0.0;6.166666666666666
M. Dams;/players/matteo-dams/805736/;2024-08-10;1;0.2;0.13333333333333333;0.0;0.0;-0.0;-0.0;0.0;0.0;-0.0;-0.0;0.0;0.0;-0.0;0.0;0.33333333333333337
E. van de Blaak;/players/emmanuel-van-de-blaak/700542/;2024-08-10;1;0.0;0.0;0.0;0.0;-0.0;-0.0;0.0;0.0;-0.0;-0.0;0.0;0.0;-0.0;0.0;0.0
N. Schiks;/players/niek-schiks/643502/;2024-08-10;1;0.0;0.0;0.0;0.0;-0.0;-0.0;0.0;0.0;-0.0;-0.0;0.0;0.0;-0.0;0.0;0.0
C. Driouech;/players/couhaib-driouech/632812/;2024-08-10;1;0.0;0.0;0.0;0.0;-0.0;-0.0;0.0;0.0;0.0;-0.0;0.0;0.0;-0.0;0.0;0.0
J. Drommel;/players/joel-drommel/355869/;2024-08-10;1;0.0;0.0;0.0;0.0;-0.0;-0.0;0.0;0.0;-0.0;-0.0;0.0;0.0;-0.0;0.0;0.0
I. Babadi;/players/isaac-babadi/700867/;2024-08-10;1;0.0;0.0;0.0;0.0;-0.0;-0.0;0.0;0.0;0.0;-0.0;0.0;0.0;-0.0;0.0;0.0
T. Land;/players/tygo-land/830551/;2024-08-10;1;0.0;0.0;0.0;0.0;-0.0;-0.0;0.0;0.0;0.0;-0.0;0.0;0.0;-0.0;0.0;0.0
J. Houwen;/players/jeroen-houwen/303254/;2024-08-10;1;3.0;0.0;0.0;0.0;-0.0;-0.0;0.0;0.0;-5.0;-0.0;0.0;0.0;-0.0;0.0;-2.0
A. Meijers;/players/aaron-meijers/59081/;2024-08-10;1;2.5666666666666664;0.0;0.0;0.0;-0.0;-0.0;0.0;0.0;-4.0;-0.0;0.0;0.0;-0.0;0.0;-1.4333333333333336
D. Van den Buijs;/players/dario-van-den-buijs/353273/;2024-08-10;1;3.0;0.0;0.0;0.0;-0.0;-0.0;0.0;0.0;-5.0;-0.0;0.0;0.0;-0.0;0.0;-2.0
J. Lelieveld;/players/julian-lelieveld/407738/;2024-08-10;1;3.0;0.0;0.0;0.0;-0.0;-0.0;0.0;0.0;-5.0;-0.0;0.0;0.0;-0.0;0.0;-2.0
R. van Eijma;/players/roshon-van-eijma/539577/;2024-08-10;1;3.0;0.0;0.0;0.0;-0.0;-0.0;0.0;0.0;-5.0;-0.0;0.0;0.0;-0.0;0.0;-2.0
R. van der Venne;/players/richard-van-der-venne/261975/;2024-08-10;1;2.5666666666666664;0.0;0.0;0.0;-0.0;-0.0;9.0;0.0;0.0;-0.0;0.0;0.0;-0.0;0.0;11.566666666666666
G. Roemeratoe;/players/godfried-roemeratoe/426582/;2024-08-10;1;3.0;0.0;0.0;0.0;-0.0;-0.0;0.0;0.0;0.0;-0.0;0.0;0.0;-0.0;0.0;3.0
Y. Oukili;/players/yassin-oukili/567948/;2024-08-10;1;3.0;0.0;0.0;0.0;-0.0;-0.0;0.0;0.0;0.0;-0.0;0.0;0.0;-0.0;0.0;3.0
C. Lokesa;/players/chris-lokesa/847737/;2024-08-10;1;2.033333333333333;0.0;0.0;0.0;-0.0;-0.0;0.0;0.0;0.0;-0.0;0.0;0.0;-0.0;0.0;2.033333333333333
O. Zawada;/players/oskar-zawada/289870/;2024-08-10;1;3.0;0.0;0.0;0.0;-0.0;-0.0;0.0;0.0;0.0;-0.0;0.0;0.0;-0.0;0.0;3.0
D. Cleonise;/players/denilho-cleonise/642338/;2024-08-10;1;2.033333333333333;0.0;0.0;0.0;-0.0;-0.0;0.0;0.0;0.0;-0.0;0.0;0.0;-0.0;0.0;2.033333333333333
R. Margaret;/players/richonell-margaret/508815/;2024-08-10;1;0.9666666666666668;0.0;0.0;0.0;-0.0;-0.0;0.0;0.0;0.0;-0.0;0.0;0.0;-0.0;0.0;0.9666666666666668
D. Weidmann;/players/daouda-weidmann/782160/;2024-08-10;1;0.9666666666666668;0.0;0.0;0.0;-0.0;-0.0;0.0;0.0;0.0;-0.0;0.0;0.0;-0.0;0.0;0.9666666666666668
J. Familia-Castillo;/players/juan-familio-castillo/453849/;2024-08-10;1;0.4333333333333333;0.0;0.0;0.0;-0.0;-0.0;0.0;0.0;-1.0;-0.0;0.0;0.0;-0.0;0.0;-0.5666666666666667
R. Niemeijer;/players/reuven-niemeijer/447106/;2024-08-10;1;0.4333333333333333;0.0;0.0;0.0;-0.0;-0.0;0.0;0.0;0.0;-0.0;0.0;0.0;-0.0;0.0;0.4333333333333333
M. Kramer;/players/michiel-kramer/19677/;2024-08-10;1;0.0;0.0;0.0;0.0;-0.0;-0.0;0.0;0.0;0.0;-0.0;0.0;0.0;-0.0;0.0;0.0
T. van de Loo;/players/tim-van-de-loo/813111/;2024-08-10;1;0.0;0.0;0.0;0.0;-0.0;-0.0;0.0;0.0;0.0;-0.0;0.0;0.0;-0.0;0.0;0.0
I. Takidine;/players/ilias-takidine/632532/;2024-08-10;1;0.0;0.0;0.0;0.0;-0.0;-0.0;0.0;0.0;0.0;-0.0;0.0;0.0;-0.0;0.0;0.0
L. van Gelderen;/players/liam--van-gelderen/463011/;2024-08-10;1;0.0;0.0;0.0;0.0;-0.0;-0.0;0.0;0.0;-0.0;-0.0;0.0;0.0;-0.0;0.0;0.0
P. Vroegh;/players/patrick-vroegh/457667/;2024-08-10;1;0.0;0.0;0.0;0.0;-0.0;-0.0;0.0;0.0;0.0;-0.0;0.0;0.0;-0.0;0.0;0.0
J. Kesting;/players/joey-kesting/567938/;2024-08-10;1;0.0;0.0;0.0;0.0;-0.0;-0.0;0.0;0.0;-0.0;-0.0;0.0;0.0;-0.0;0.0;0.0
Y. van Osch;/players/van-yanick-osch/319269/;2024-08-10;1;0.0;0.0;0.0;0.0;-0.0;-0.0;0.0;0.0;-0.0;-0.0;0.0;0.0;-0.0;0.0;0.0
R. Pasveer;/players/remko-pasveer/49689/;2024-08-11;1;3.0;2.0;0.0;0.0;-0.0;-0.0;0.0;0.0;-0.0;-0.0;12.0;0.0;-0.0;0.0;17.0
J. Šutalo;/players/josip-utalo/460387/;2024-08-11;1;3.0;2.0;0.0;0.0;-0.0;-0.0;0.0;0.0;-0.0;-0.0;10.0;0.0;-0.0;0.0;15.0
Y. Baas;/players/youri-baas/638355/;2024-08-11;1;3.0;2.0;0.0;0.0;-0.0;-0.0;0.0;0.0;-0.0;-0.0;10.0;0.0;-0.0;0.0;15.0
A. Gaaei;/players/anton-gaaei/701784/;2024-08-11;1;3.0;2.0;0.0;0.0;-0.0;-0.0;0.0;0.0;-0.0;-0.0;10.0;0.0;-0.0;0.0;15.0
D. Janse;/players/dies-janse/898585/;2024-08-11;1;3.0;2.0;0.0;0.0;-0.0;-0.0;0.0;0.0;-0.0;-0.0;10.0;0.0;-0.0;0.0;15.0
B. van den Boomen;/players/branco-van-den-boomen/215550/;2024-08-11;1;1.9333333333333336;1.288888888888889;0.0;0.0;-0.0;-0.0;0.0;0.0;0.0;-0.0;1.9333333333333336;0.0;-0.0;0.0;5.155555555555556
S. Mannsverk;/players/sivert-heggheim-mannsverk/600718/;2024-08-11;1;3.0;2.0;0.0;0.0;-0.0;-0.0;0.0;0.0;0.0;-0.0;3.0;0.0;-0.0;0.0;8.0
K. Hlynsson;/players/kristian-nokkvi-hlynsson/636342/;2024-08-11;1;2.7;1.8;0.0;0.0;-0.0;-0.0;9.0;0.0;0.0;-0.0;2.7;0.0;-0.0;0.0;16.2
S. Berghuis;/players/steven-berghuis/134080/;2024-08-11;1;1.9333333333333336;1.288888888888889;0.0;0.0;-0.0;-0.0;0.0;0.0;0.0;-0.0;0.6444444444444445;0.0;-0.0;0.0;3.8666666666666667
C. Akpom;/players/chuba-akpom/215570/;2024-08-11;1;1.9333333333333336;1.288888888888889;0.0;0.0;-0.0;-0.0;0.0;0.0;0.0;-0.0;0.6444444444444445;0.0;-0.0;0.0;3.8666666666666667
M. Godts;/players/mika-marcel-godts/790325/;2024-08-11;1;2.4333333333333336;1.6222222222222222;0.0;0.0;-0.0;-0.0;0.0;4.0;0.0;-0.0;0.8111111111111111;0.0;-0.0;0.0;8.866666666666667
Carlos Forbs;/players/carlos-borges/649886/;2024-08-11;1;1.0666666666666667;0.7111111111111111;0.0;0.0;-0.0;-0.0;0.0;0.0;0.0;-0.0;0.35555555555555557;0.0;-0.0;0.0;2.1333333333333333
K. Taylor;/players/kenneth-taylor/508784/;2024-08-11;1;1.0666666666666667;0.7111111111111111;0.0;0.0;-0.0;-0.0;0.0;0.0;0.0;-0.0;1.0666666666666667;0.0;-0.0;0.0;2.844444444444444
B. Traoré;/players/bertrand-traore/102801/;2024-08-11;1;1.0666666666666667;0.7111111111111111;0.0;0.0;-0.0;-0.0;0.0;0.0;0.0;-0.0;0.35555555555555557;0.0;-0.0;0.0;2.1333333333333333
J. Henderson;/players/jordan-henderson/48010/;2024-08-11;1;0.5666666666666667;0.37777777777777777;0.0;0.0;-0.0;-0.0;0.0;0.0;0.0;-0.0;0.5666666666666667;0.0;-0.0;0.0;1.511111111111111
B. Brobbey;/players/brian-brobbey/520146/;2024-08-11;1;0.30000000000000004;0.2;0.0;0.0;-0.0;-0.0;0.0;0.0;0.0;-0.0;0.1;0.0;-0.0;0.0;0.6
J. Gorter;/players/jay-gorter/477600/;2024-08-11;1;0.0;0.0;0.0;0.0;-0.0;-0.0;0.0;0.0;-0.0;-0.0;0.0;0.0;-0.0;0.0;0.0
J. Medić;/players/jakov-medi/475230/;2024-08-11;1;0.0;0.0;0.0;0.0;-0.0;-0.0;0.0;0.0;-0.0;-0.0;0.0;0.0;-0.0;0.0;0.0
D. Rensch;/players/devyne-rensch/601396/;2024-08-11;1;0.0;0.0;0.0;0.0;-0.0;-0.0;0.0;0.0;-0.0;-0.0;0.0;0.0;-0.0;0.0;0.0
J. Rijkhoff;/players/julian-rijkhoff/721775/;2024-08-11;1;0.0;0.0;0.0;0.0;-0.0;-0.0;0.0;0.0;0.0;-0.0;0.0;0.0;-0.0;0.0;0.0
J. Hato;/players/jorrel-hato/783173/;2024-08-11;1;0.0;0.0;0.0;0.0;-0.0;-0.0;0.0;0.0;-0.0;-0.0;0.0;0.0;-0.0;0.0;0.0
K. Fitz-Jim;/players/kian-fitz-jim/591724/;2024-08-11;1;0.0;0.0;0.0;0.0;-0.0;-0.0;0.0;0.0;0.0;-0.0;0.0;0.0;-0.0;0.0;0.0
D. Ramaj;/players/diant-ramaj/562543/;2024-08-11;1;0.0;0.0;0.0;0.0;-0.0;-0.0;0.0;0.0;-0.0;-0.0;0.0;0.0;-0.0;0.0;0.0
M. van der Hart;/players/mickey-van-der-hart/218009/;2024-08-11;1;3.0;0.0;0.0;0.0;-0.0;-0.0;0.0;0.0;-1.0;-0.0;0.0;0.0;-0.0;0.0;2.0
P. Bochniewicz;/players/pawe-bochniewicz/273911/;2024-08-11;1;3.0;0.0;0.0;0.0;-2.0;-0.0;0.0;0.0;-1.0;-0.0;0.0;0.0;-0.0;0.0;0.0
M. Köhlert;/players/mats-kohlert/400423/;2024-08-11;1;3.0;0.0;0.0;0.0;-0.0;-0.0;0.0;0.0;-1.0;-0.0;0.0;0.0;-0.0;0.0;2.0
S. Kersten;/players/sam-kersten/453644/;2024-08-11;1;3.0;0.0;0.0;0.0;-0.0;-0.0;0.0;0.0;-1.0;-0.0;0.0;0.0;-0.0;0.0;2.0
D. Hall;/players/denzel-hall/508910/;2024-08-11;1;2.3333333333333335;0.0;0.0;0.0;-0.0;-0.0;0.0;0.0;-1.0;-0.0;0.0;0.0;-0.0;0.0;1.3333333333333335
L. Brouwers;/players/luuk-brouwers/402458/;2024-08-11;1;3.0;0.0;0.0;0.0;-0.0;-0.0;0.0;0.0;0.0;-0.0;0.0;0.0;-0.0;0.0;3.0
S. Olsson;/players/simon-olsson/423888/;2024-08-11;1;3.0;0.0;0.0;0.0;-0.0;-0.0;0.0;0.0;0.0;-0.0;0.0;0.0;-0.0;0.0;3.0
E. van Ee;/players/espen-van-ee/921919/;2024-08-11;1;2.6666666666666665;0.0;0.0;0.0;-0.0;-0.0;0.0;0.0;0.0;-0.0;0.0;0.0;-0.0;0.0;2.6666666666666665
Danilo Al Saed;/players/danilo-al-saed/530444/;2024-08-11;1;2.6666666666666665;0.0;0.0;0.0;-0.0;-0.0;0.0;0.0;0.0;-0.0;0.0;0.0;-0.0;0.0;2.6666666666666665
D. Karlsbakk;/players/daniel-seland-karlsbakk/629619/;2024-08-11;1;1.5333333333333332;0.0;0.0;0.0;-0.0;-0.0;0.0;0.0;0.0;-0.0;0.0;0.0;-0.0;0.0;1.5333333333333332
I. Sebaoui;/players/ilias-sebaoui/797954/;2024-08-11;1;2.0666666666666664;0.0;0.0;0.0;-0.0;-0.0;0.0;0.0;0.0;-0.0;0.0;0.0;-0.0;0.0;2.0666666666666664
I. Nicolăescu;/players/ion-nicolescu/446191/;2024-08-11;1;1.4666666666666666;0.0;0.0;0.0;-0.0;-0.0;0.0;0.0;0.0;-0.0;0.0;0.0;-0.0;0.0;1.4666666666666666
J. Trenskow;/players/jacob-trenskow/672937/;2024-08-11;1;0.9333333333333333;0.0;0.0;0.0;-0.0;-0.0;0.0;0.0;0.0;-0.0;0.0;0.0;-0.0;0.0;0.9333333333333333
O. Braude;/players/oliver-johansen-braude/794018/;2024-08-11;1;0.6666666666666666;0.0;0.0;0.0;-2.0;-0.0;0.0;0.0;-0.0;-0.0;0.0;0.0;-0.0;0.0;-1.3333333333333335
L. Smans;/players/levi-smans/757104/;2024-08-11;1;0.3333333333333333;0.0;0.0;0.0;-0.0;-0.0;0.0;0.0;0.0;-0.0;0.0;0.0;-0.0;0.0;0.3333333333333333
D. Rallis;/players/dimitris-rallis/982464/;2024-08-11;1;;;;;;;;;;;;;;;0
B. Klaverboer;/players/bernt-klaverboer/645513/;2024-08-11;1;0.0;0.0;0.0;0.0;-0.0;-0.0;0.0;0.0;-0.0;-0.0;0.0;0.0;-0.0;0.0;0.0
I. Ahmed;/players/isaiah-ahmed/982466/;2024-08-11;1;0.0;0.0;0.0;0.0;-0.0;-0.0;0.0;0.0;0.0;-0.0;0.0;0.0;-0.0;0.0;0.0
A. Noppert;/players/andries-noppert/300862/;2024-08-11;1;0.0;0.0;0.0;0.0;-0.0;-0.0;0.0;0.0;-0.0;-0.0;0.0;0.0;-0.0;0.0;0.0
T. Oostra;/players/ties-oostra/982465/;2024-08-11;1;;;;;;;;;;;;;;;0
Hussein Ali;/players/hussein-ali/573309/;2024-08-11;1;0.0;0.0;0.0;0.0;-0.0;-0.0;0.0;0.0;-0.0;-0.0;0.0;0.0;-0.0;0.0;0.0
