Speler;Link;Datum;Speelronde;P_Gespeeld;P_Gewonnen;P_Gelijk;P_Verloren;P_Kaart_Geel;P_Kaart_Rood;P_Doelpunt;P_Assist;P_Tegendoelpunt;P_Eigen_Doelpunt;P_Clean_Sheet;P_Penalty_Gescoord;P_Penalty_Gemist;P_Penalty_Gestopt;P_Totaal
B. Adekanye;/players/bobby-adekanye/427040/;2024-09-15;5;2.3000000000000003;1.5333333333333334;0.0;0.0;-0.0;-0.0;0.0;0.0;0.0;-0.0;0.0;0.0;-0.0;0.0;3.833333333333334
O. Antman;/players/oliver-antman/547497/;2024-09-15;5;2.6;1.7333333333333334;0.0;0.0;-0.0;-0.0;0.0;0.0;0.0;-0.0;0.0;0.0;-0.0;0.0;4.333333333333334
J. Breum;/players/jakob-breum/658739/;2024-09-15;5;1.9333333333333336;1.288888888888889;0.0;0.0;-0.0;-0.0;8.0;0.0;0.0;-0.0;0.0;0.0;-0.0;0.0;11.222222222222221
M. Suray;/players/mathis-suray/517358/;2024-09-15;5;1.0666666666666667;0.7111111111111111;0.0;0.0;-0.0;-0.0;0.0;0.0;0.0;-0.0;0.0;0.0;-0.0;0.0;1.7777777777777777
J. Dirksen;/players/julius-dirksen/632220/;2024-09-15;5;0.7;0.4666666666666667;0.0;0.0;-0.0;-0.0;0.0;0.0;-1.0;-0.0;0.0;0.0;-0.0;0.0;0.16666666666666652
S. Tengstedt;/players/soren-tengstedt/615917/;2024-09-15;5;0.7;0.4666666666666667;0.0;0.0;-0.0;-0.0;0.0;0.0;0.0;-0.0;0.0;0.0;-0.0;0.0;1.1666666666666665
M. Smit;/players/milan-smit/828395/;2024-09-15;5;0.4;0.26666666666666666;0.0;0.0;-0.0;-0.0;0.0;0.0;0.0;-0.0;0.0;0.0;-0.0;0.0;0.6666666666666667
R. Weijenberg;/players/robbin-weijenberg/857132/;2024-09-15;5;0.4;0.26666666666666666;0.0;0.0;-0.0;-0.0;0.0;0.0;0.0;-0.0;0.0;0.0;-0.0;0.0;0.6666666666666667
C. Twigt;/players/calvin-twigt/669594/;2024-09-15;5;0.0;0.0;0.0;0.0;-0.0;-0.0;0.0;0.0;0.0;-0.0;0.0;0.0;-0.0;0.0;0.0
L. Everink;/players/luca-everink/628510/;2024-09-15;5;0.0;0.0;0.0;0.0;-0.0;-0.0;0.0;0.0;-0.0;-0.0;0.0;0.0;-0.0;0.0;0.0
J. Amofa;/players/jamal-amofa/668121/;2024-09-15;5;0.0;0.0;0.0;0.0;-0.0;-0.0;0.0;0.0;-0.0;-0.0;0.0;0.0;-0.0;0.0;0.0
J. De Busser;/players/jari-de-busser/451008/;2024-09-15;5;0.0;0.0;0.0;0.0;-0.0;-0.0;0.0;0.0;-0.0;-0.0;0.0;0.0;-0.0;0.0;0.0
S. Jansen;/players/sven-jansen/421540/;2024-09-15;5;0.0;0.0;0.0;0.0;-0.0;-0.0;0.0;0.0;-0.0;-0.0;0.0;0.0;-0.0;0.0;0.0
D. James;/players/dean-ruben--james/537308/;2024-09-15;5;0.0;0.0;0.0;0.0;-0.0;-0.0;0.0;0.0;-0.0;-0.0;0.0;0.0;-0.0;0.0;0.0
T. Didillon-Hödl;/players/thomas-didillon/259971/;2024-09-15;5;3.0;2.0;0.0;0.0;-0.0;-0.0;0.0;0.0;-0.0;-0.0;12.0;0.0;-0.0;0.0;17.0
M. Tirpan;/players/mickael-tirpan/202469/;2024-09-15;5;2.1666666666666665;1.4444444444444444;0.0;0.0;-0.0;-0.0;0.0;0.0;-0.0;-0.0;7.222222222222222;0.0;-0.0;0.0;10.833333333333332
R. Behounek;/players/raffael-behounek/408747/;2024-09-15;5;3.0;2.0;0.0;0.0;-2.0;-0.0;0.0;0.0;-0.0;-0.0;10.0;0.0;-0.0;0.0;13.0
T. St. Jago;/players/tommy-st-jago/477596/;2024-09-15;5;3.0;2.0;0.0;0.0;-0.0;-0.0;0.0;0.0;-0.0;-0.0;10.0;0.0;-0.0;0.0;15.0
R. Sigurgeirsson;/players/runar-thor-sigurgeirsson/491746/;2024-09-15;5;3.0;2.0;0.0;0.0;-0.0;-0.0;0.0;0.0;-0.0;-0.0;10.0;0.0;-0.0;0.0;15.0
A. Lachkar;/players/amine-lachkar/876151/;2024-09-15;5;3.0;2.0;0.0;0.0;-0.0;-0.0;0.0;0.0;-0.0;-0.0;10.0;0.0;-0.0;0.0;15.0
J. Bosch;/players/jesse-bosch/621347/;2024-09-15;5;3.0;2.0;0.0;0.0;-0.0;-0.0;0.0;0.0;0.0;-0.0;3.0;0.0;-0.0;0.0;8.0
R. Meerveld;/players/ringo-meerveld/623815/;2024-09-15;5;3.0;2.0;0.0;0.0;-0.0;-0.0;9.0;0.0;0.0;-0.0;3.0;0.0;-0.0;0.0;17.0
C. Sandra;/players/cisse-sandra/638266/;2024-09-15;5;2.6666666666666665;1.7777777777777777;0.0;0.0;-0.0;-0.0;0.0;0.0;0.0;-0.0;2.6666666666666665;0.0;-0.0;0.0;7.111111111111111
N. Doodeman;/players/nick-doodeman/454478/;2024-09-15;5;2.533333333333333;1.6888888888888889;0.0;0.0;-0.0;-0.0;0.0;0.0;0.0;-0.0;0.8444444444444444;0.0;-0.0;0.0;5.066666666666666
K. Vaesen;/players/kyan-vaesen/620620/;2024-09-15;5;2.6666666666666665;1.7777777777777777;0.0;0.0;-0.0;-0.0;0.0;0.0;0.0;-0.0;0.8888888888888888;3.0;-0.0;0.0;8.333333333333334
B. Lambert;/players/lambert-boris/551151/;2024-09-15;5;0.8333333333333334;0.5555555555555556;0.0;0.0;-0.0;-0.0;0.0;0.0;-0.0;-0.0;2.7777777777777777;0.0;-0.0;0.0;4.166666666666666
A. Fatah;/players/amar-abdirahman-ahmed/801857/;2024-09-15;5;0.4666666666666667;0.3111111111111111;0.0;0.0;-0.0;-0.0;0.0;0.0;0.0;-0.0;0.15555555555555556;0.0;-0.0;0.0;0.9333333333333333
E. Kehrer;/players/emilio-kehrer/609627/;2024-09-15;5;0.3333333333333333;0.2222222222222222;0.0;0.0;-2.0;-0.0;0.0;0.0;0.0;-0.0;0.1111111111111111;0.0;-0.0;0.0;-1.3333333333333333
J. Bokila;/players/jeremy-bokila/49538/;2024-09-15;5;0.3333333333333333;0.2222222222222222;0.0;0.0;-0.0;-0.0;0.0;0.0;0.0;-0.0;0.1111111111111111;0.0;-0.0;0.0;0.6666666666666667
C. van den Berg;/players/connor-van-den-berg/569426/;2024-09-15;5;0.0;0.0;0.0;0.0;-0.0;-0.0;0.0;0.0;-0.0;-0.0;0.0;0.0;-0.0;0.0;0.0
R. Nizet;/players/rob-nizet/575071/;2024-09-15;5;0.0;0.0;0.0;0.0;-0.0;-0.0;0.0;0.0;-0.0;-0.0;0.0;0.0;-0.0;0.0;0.0
P. Joosten;/players/patrick-joosten/394561/;2024-09-15;5;0.0;0.0;0.0;0.0;-0.0;-0.0;0.0;0.0;0.0;-0.0;0.0;0.0;-0.0;0.0;0.0
M. Schut;/players/maarten-schut/680846/;2024-09-15;5;0.0;0.0;0.0;0.0;-0.0;-0.0;0.0;0.0;-0.0;-0.0;0.0;0.0;-0.0;0.0;0.0
K. Razak;/players/khaled-razak/882843/;2024-09-15;5;0.0;0.0;0.0;0.0;-0.0;-0.0;0.0;0.0;0.0;-0.0;0.0;0.0;-0.0;0.0;0.0
J. Mathijsen;/players/jens-mathijsen/982233/;2024-09-15;5;0.0;0.0;0.0;0.0;-0.0;-0.0;0.0;0.0;-0.0;-0.0;0.0;0.0;-0.0;0.0;0.0
P. van Loon;/players/per-van-loon/982232/;2024-09-15;5;;;;;;;;;;;;;;;0
V. Vermeulen;/players/valentino-vermeulen/523467/;2024-09-15;5;0.0;0.0;0.0;0.0;-0.0;-0.0;0.0;0.0;-0.0;-0.0;0.0;0.0;-0.0;0.0;0.0
J. Houwen;/players/jeroen-houwen/303254/;2024-09-15;5;3.0;0.0;0.0;0.0;-0.0;-0.0;0.0;0.0;-3.0;-0.0;0.0;0.0;-0.0;0.0;0.0
A. Meijers;/players/aaron-meijers/59081/;2024-09-15;5;1.5333333333333332;0.0;0.0;0.0;-0.0;-0.0;0.0;0.0;-2.0;-0.0;0.0;0.0;-0.0;0.0;-0.4666666666666668
D. Van den Buijs;/players/dario-van-den-buijs/353273/;2024-09-15;5;3.0;0.0;0.0;0.0;-0.0;-0.0;0.0;0.0;-3.0;-0.0;0.0;0.0;-0.0;0.0;0.0
J. Lelieveld;/players/julian-lelieveld/407738/;2024-09-15;5;1.5333333333333332;0.0;0.0;0.0;-0.0;-0.0;0.0;0.0;-2.0;-0.0;0.0;0.0;-0.0;0.0;-0.4666666666666668
R. van Eijma;/players/roshon-van-eijma/539577/;2024-09-15;5;3.0;0.0;0.0;0.0;-0.0;-0.0;0.0;0.0;-3.0;-3.0;0.0;0.0;-0.0;0.0;-3.0
G. Roemeratoe;/players/godfried-roemeratoe/426582/;2024-09-15;5;2.6333333333333333;0.0;0.0;0.0;-0.0;-0.0;0.0;0.0;0.0;-0.0;0.0;0.0;-0.0;0.0;2.6333333333333333
Y. Oukili;/players/yassin-oukili/567948/;2024-09-15;5;1.5333333333333332;0.0;0.0;0.0;-0.0;-0.0;0.0;0.0;0.0;-0.0;0.0;0.0;-0.0;0.0;1.5333333333333332
C. Lokesa;/players/chris-lokesa/847737/;2024-09-15;5;3.0;0.0;0.0;0.0;-0.0;-0.0;0.0;0.0;0.0;-0.0;0.0;0.0;-0.0;0.0;3.0
O. Zawada;/players/oskar-zawada/289870/;2024-09-15;5;3.0;0.0;0.0;0.0;-0.0;-0.0;0.0;0.0;0.0;-0.0;0.0;0.0;-0.0;0.0;3.0
R. Margaret;/players/richonell-margaret/508815/;2024-09-15;5;2.1666666666666665;0.0;0.0;0.0;-0.0;-0.0;0.0;0.0;0.0;-0.0;0.0;0.0;-0.0;0.0;2.1666666666666665
D. Cleonise;/players/denilho-cleonise/642338/;2024-09-15;5;3.0;0.0;0.0;0.0;-0.0;-0.0;0.0;0.0;0.0;-0.0;0.0;0.0;-0.0;0.0;3.0
J. Familia-Castillo;/players/juan-familio-castillo/453849/;2024-09-15;5;1.4666666666666666;0.0;0.0;0.0;-0.0;-0.0;0.0;0.0;-1.0;-0.0;0.0;0.0;-0.0;0.0;0.46666666666666656
D. Weidmann;/players/daouda-weidmann/782160/;2024-09-15;5;1.4666666666666666;0.0;0.0;0.0;-0.0;-0.0;0.0;0.0;0.0;-0.0;0.0;0.0;-0.0;0.0;1.4666666666666666
L. van Gelderen;/players/liam--van-gelderen/463011/;2024-09-15;5;1.4666666666666666;0.0;0.0;0.0;-2.0;-0.0;0.0;0.0;-1.0;-0.0;0.0;0.0;-0.0;0.0;-1.5333333333333334
R. Niemeijer;/players/reuven-niemeijer/447106/;2024-09-15;5;0.8333333333333334;0.0;0.0;0.0;-0.0;-0.0;0.0;0.0;0.0;-0.0;0.0;0.0;-0.0;0.0;0.8333333333333334
P. Vroegh;/players/patrick-vroegh/457667/;2024-09-15;5;0.36666666666666664;0.0;0.0;0.0;-0.0;-0.0;0.0;0.0;0.0;-0.0;0.0;0.0;-0.0;0.0;0.36666666666666664
K. Felida;/players/kevin--felida/501817/;2024-09-15;5;0.0;0.0;0.0;0.0;-0.0;-0.0;0.0;0.0;0.0;-0.0;0.0;0.0;-0.0;0.0;0.0
A. Jakobsen;/players/alexander-jakobsen/218149/;2024-09-15;5;0.0;0.0;0.0;0.0;-0.0;-0.0;0.0;0.0;0.0;-0.0;0.0;0.0;-0.0;0.0;0.0
I. Takidine;/players/ilias-takidine/632532/;2024-09-15;5;0.0;0.0;0.0;0.0;-0.0;-0.0;0.0;0.0;0.0;-0.0;0.0;0.0;-0.0;0.0;0.0
T. van de Loo;/players/tim-van-de-loo/813111/;2024-09-15;5;0.0;0.0;0.0;0.0;-0.0;-0.0;0.0;0.0;0.0;-0.0;0.0;0.0;-0.0;0.0;0.0
Y. van Osch;/players/van-yanick-osch/319269/;2024-09-15;5;0.0;0.0;0.0;0.0;-0.0;-0.0;0.0;0.0;-0.0;-0.0;0.0;0.0;-0.0;0.0;0.0
J. Kesting;/players/joey-kesting/567938/;2024-09-15;5;0.0;0.0;0.0;0.0;-0.0;-0.0;0.0;0.0;-0.0;-0.0;0.0;0.0;-0.0;0.0;0.0
F. de Keijzer;/players/fabian-de-keijzer/463695/;2024-09-15;5;3.0;0.0;1.0;0.0;-0.0;-0.0;0.0;0.0;-0.0;-0.0;12.0;0.0;-0.0;0.0;16.0
D. Mirani;/players/damon-mirani/289811/;2024-09-15;5;3.0;0.0;1.0;0.0;-0.0;-0.0;0.0;0.0;-0.0;-0.0;10.0;0.0;-0.0;0.0;14.0
I. Mesík;/players/ivan-mesik/513503/;2024-09-15;5;3.0;0.0;1.0;0.0;-0.0;-0.0;0.0;0.0;-0.0;-0.0;10.0;0.0;-0.0;0.0;14.0
R. Roosken;/players/ruben-roosken/618143/;2024-09-15;5;3.0;0.0;1.0;0.0;-0.0;-0.0;0.0;0.0;-0.0;-0.0;10.0;0.0;-0.0;0.0;14.0
M. Benita;/players/mimeirhel-benita/645525/;2024-09-15;5;3.0;0.0;1.0;0.0;-2.0;-0.0;0.0;0.0;-0.0;-0.0;10.0;0.0;-0.0;0.0;12.0
M. Engels;/players/mario-engels/243044/;2024-09-15;5;3.0;0.0;1.0;0.0;-0.0;-0.0;0.0;0.0;0.0;-0.0;3.0;0.0;-0.0;0.0;7.0
B. De Keersmaecker;/players/brian-de-keersmaecker/605558/;2024-09-15;5;3.0;0.0;1.0;0.0;-0.0;-0.0;0.0;0.0;0.0;-0.0;3.0;0.0;-0.0;0.0;7.0
S. Scheperman;/players/sem-scheperman/641190/;2024-09-15;5;2.2333333333333334;0.0;0.7444444444444445;0.0;-0.0;-0.0;0.0;0.0;0.0;-0.0;2.2333333333333334;0.0;-0.0;0.0;5.211111111111111
S. ’t Zand;/players/shiloh-t-zand/824640/;2024-09-15;5;3.0;0.0;1.0;0.0;-0.0;-0.0;0.0;0.0;0.0;-0.0;3.0;0.0;-0.0;0.0;7.0
S. Podgoreanu;/players/suf-podgoreanu/509673/;2024-09-15;5;2.3000000000000003;0.0;0.7666666666666667;0.0;-0.0;-0.0;0.0;0.0;0.0;-0.0;0.7666666666666667;0.0;-0.0;0.0;3.8333333333333335
L. Kulenović;/players/luka-kulenovi/631882/;2024-09-15;5;2.5666666666666664;0.0;0.8555555555555555;0.0;-0.0;-0.0;0.0;0.0;0.0;-0.0;0.8555555555555555;0.0;-0.0;0.0;4.277777777777778
D. van Kaam;/players/daniel-van-kaam/477595/;2024-09-15;5;0.7666666666666666;0.0;0.25555555555555554;0.0;-0.0;-0.0;0.0;0.0;0.0;-0.0;0.7666666666666666;0.0;-0.0;0.0;1.7888888888888888
T. Bruns;/players/thomas-bruns/168503/;2024-09-15;5;0.7;0.0;0.23333333333333334;0.0;-0.0;-0.0;0.0;0.0;0.0;-0.0;0.7;0.0;-0.0;0.0;1.6333333333333333
J. Bruijn;/players/jordy-bruijn/314251/;2024-09-15;5;0.4333333333333333;0.0;0.14444444444444443;0.0;-0.0;-0.0;0.0;0.0;0.0;-0.0;0.4333333333333333;0.0;-0.0;0.0;1.011111111111111
T. Jansink;/players/timo-jansink/632823/;2024-09-15;5;0.0;0.0;0.0;0.0;-0.0;-0.0;0.0;0.0;-0.0;-0.0;0.0;0.0;-0.0;0.0;0.0
J. Hoogma;/players/justin-hoogma/432697/;2024-09-15;5;0.0;0.0;0.0;0.0;-0.0;-0.0;0.0;0.0;-0.0;-0.0;0.0;0.0;-0.0;0.0;0.0
K. Leerdam;/players/kelvin-leerdam/68354/;2024-09-15;5;0.0;0.0;0.0;0.0;-0.0;-0.0;0.0;0.0;-0.0;-0.0;0.0;0.0;-0.0;0.0;0.0
G. Sambo;/players/giandro-alejandro-sambo/892464/;2024-09-15;5;0.0;0.0;0.0;0.0;-0.0;-0.0;0.0;0.0;0.0;-0.0;0.0;0.0;-0.0;0.0;0.0
L. Milani;/players/lorenzo-milani/664147/;2024-09-15;5;0.0;0.0;0.0;0.0;-0.0;-0.0;0.0;0.0;-0.0;-0.0;0.0;0.0;-0.0;0.0;0.0
R. Mantel;/players/robin-mantel/502712/;2024-09-15;5;0.0;0.0;0.0;0.0;-0.0;-0.0;0.0;0.0;-0.0;-0.0;0.0;0.0;-0.0;0.0;0.0
N. Bakker;/players/nordin-bakker/563909/;2024-09-15;5;3.0;0.0;1.0;0.0;-0.0;-0.0;0.0;0.0;-0.0;-0.0;12.0;0.0;-0.0;0.0;16.0
J. Lawrence;/players/jamie-lawrence/216767/;2024-09-15;5;2.1333333333333333;0.0;0.7111111111111111;0.0;-0.0;-0.0;0.0;0.0;-0.0;-0.0;7.111111111111112;0.0;-0.0;0.0;9.955555555555556
H. Akujobi;/players/hamdi-akujobi/567599/;2024-09-15;5;3.0;0.0;1.0;0.0;-0.0;-0.0;0.0;0.0;-0.0;-0.0;10.0;0.0;-0.0;0.0;14.0
V. Zagaritis;/players/vasilios-zagaritis/617928/;2024-09-15;5;3.0;0.0;1.0;0.0;-0.0;-0.0;0.0;0.0;-0.0;-0.0;10.0;0.0;-0.0;0.0;14.0
Visus;/players/ricardo-visus-contreras/642402/;2024-09-15;5;3.0;0.0;1.0;0.0;-0.0;-0.0;0.0;0.0;-0.0;-0.0;10.0;0.0;-0.0;0.0;14.0
A. Tahiri;/players/anas-tahiri/323282/;2024-09-15;5;2.1333333333333333;0.0;0.7111111111111111;0.0;-2.0;-0.0;0.0;0.0;0.0;-0.0;2.1333333333333333;0.0;-0.0;0.0;2.977777777777778
J. Ritmeester van de Kamp;/players/jochem-ritmeester-van-de-kamp/801840/;2024-09-15;5;3.0;0.0;1.0;0.0;-0.0;-0.0;0.0;0.0;0.0;-0.0;3.0;0.0;-0.0;0.0;7.0
B. Guillaume;/players/baptiste-guillaume/285403/;2024-09-15;5;2.6;0.0;0.8666666666666667;0.0;-0.0;-0.0;0.0;0.0;0.0;-0.0;0.8666666666666667;0.0;-0.0;0.0;4.333333333333334
T. Robinet;/players/thomas-robinet/312659/;2024-09-15;5;3.0;0.0;1.0;0.0;-0.0;-0.0;0.0;0.0;0.0;-0.0;1.0;0.0;-0.0;0.0;5.0
K. Hansen;/players/kornelius-normann-hansen/496125/;2024-09-15;5;3.0;0.0;1.0;0.0;-0.0;-0.0;0.0;0.0;0.0;-0.0;1.0;0.0;-0.0;0.0;5.0
J. Kadile;/players/junior-morau-kadile-/590286/;2024-09-15;5;2.966666666666667;0.0;0.9888888888888889;0.0;-0.0;-0.0;0.0;0.0;0.0;-0.0;0.9888888888888889;0.0;-0.0;0.0;4.944444444444445
T. Haye;/players/thom-haye/182931/;2024-09-15;5;0.8666666666666666;0.0;0.28888888888888886;0.0;-0.0;-0.0;0.0;0.0;0.0;-0.0;0.8666666666666666;0.0;-0.0;0.0;2.022222222222222
J. Jacobs;/players/joey-jacobs/537705/;2024-09-15;5;0.8666666666666666;0.0;0.28888888888888886;0.0;-0.0;-0.0;0.0;0.0;-0.0;-0.0;2.8888888888888884;0.0;-0.0;0.0;4.044444444444444
R. Providence;/players/ruben-providence/509854/;2024-09-15;5;0.4;0.0;0.13333333333333333;0.0;-0.0;-0.0;0.0;0.0;0.0;-0.0;0.13333333333333333;0.0;-0.0;0.0;0.6666666666666666
L. Delaurier-Chaubet;/players/logan-delaurier-chaubet/626512/;2024-09-15;5;0.03333333333333333;0.0;0.011111111111111112;0.0;-2.0;-0.0;0.0;0.0;0.0;-0.0;0.011111111111111112;0.0;-0.0;0.0;-1.9444444444444444
Àlex Carbonell;/players/alejandro-carbonell/316438/;2024-09-15;5;0.0;0.0;0.0;0.0;-0.0;-0.0;0.0;0.0;0.0;-0.0;0.0;0.0;-0.0;0.0;0.0
Álex Balboa;/players/alex-balboa-bandeira/627655/;2024-09-15;5;0.0;0.0;0.0;0.0;-0.0;-0.0;0.0;0.0;0.0;-0.0;0.0;0.0;-0.0;0.0;0.0
A. Nalić;/players/adi-nalic/459631/;2024-09-15;5;0.0;0.0;0.0;0.0;-0.0;-0.0;0.0;0.0;0.0;-0.0;0.0;0.0;-0.0;0.0;0.0
F. Mattoir;/players/faiz-mattoir/547050/;2024-09-15;5;0.0;0.0;0.0;0.0;-0.0;-0.0;0.0;0.0;0.0;-0.0;0.0;0.0;-0.0;0.0;0.0
J. Wendlinger;/players/jonas-wendlinger/469451/;2024-09-15;5;0.0;0.0;0.0;0.0;-0.0;-0.0;0.0;0.0;-0.0;-0.0;0.0;0.0;-0.0;0.0;0.0
C. Mamengi;/players/christopher-mamengi/540620/;2024-09-15;5;0.0;0.0;0.0;0.0;-0.0;-0.0;0.0;0.0;-0.0;-0.0;0.0;0.0;-0.0;0.0;0.0
D. Dankerlui;/players/damil-dankerlui/314252/;2024-09-15;5;0.0;0.0;0.0;0.0;-0.0;-0.0;0.0;0.0;-0.0;-0.0;0.0;0.0;-0.0;0.0;0.0
J. van der Wilt;/players/joel-van-der-wilt/771874/;2024-09-15;5;0.0;0.0;0.0;0.0;-0.0;-0.0;0.0;0.0;-0.0;-0.0;0.0;0.0;-0.0;0.0;0.0
L. Unnerstall;/players/lars-unnerstall/81320/;2024-09-17;6;3.0;2.0;0.0;0.0;-0.0;-0.0;0.0;0.0;-0.0;-0.0;12.0;0.0;-0.0;0.0;17.0
A. Salah-Eddine;/players/anass-salah-eddine/525927/;2024-09-17;6;2.2666666666666666;1.511111111111111;0.0;0.0;-2.0;-0.0;0.0;0.0;-0.0;-0.0;7.555555555555555;0.0;-0.0;0.0;9.333333333333332
B. van Rooij;/players/bart-van-rooij/557859/;2024-09-17;6;3.0;2.0;0.0;0.0;-0.0;-0.0;0.0;0.0;-0.0;-0.0;10.0;0.0;-0.0;0.0;15.0
M. Hilgers;/players/mees-hilgers/627701/;2024-09-17;6;3.0;2.0;0.0;0.0;-0.0;-0.0;0.0;0.0;-0.0;-0.0;10.0;0.0;-0.0;0.0;15.0
C. Eiting;/players/carel-eiting/379791/;2024-09-17;6;1.8666666666666667;1.2444444444444445;0.0;0.0;-0.0;-0.0;0.0;0.0;0.0;-0.0;1.8666666666666667;0.0;-0.0;0.0;4.977777777777778
S. Steijn;/players/sem-steijn/560623/;2024-09-17;6;2.7;1.8;0.0;0.0;-0.0;-0.0;9.0;0.0;0.0;-0.0;2.7;3.0;-0.0;0.0;19.2
M. Bruns;/players/max-bruns/628828/;2024-09-17;6;3.0;2.0;0.0;0.0;-0.0;-0.0;0.0;0.0;0.0;-0.0;3.0;0.0;-0.0;0.0;8.0
Y. Regeer;/players/youri-regeer/632221/;2024-09-17;6;3.0;2.0;0.0;0.0;-2.0;-0.0;0.0;0.0;0.0;-0.0;3.0;0.0;-0.0;0.0;6.0
S. Lammers;/players/sam-lammers/407736/;2024-09-17;6;1.8666666666666667;1.2444444444444445;0.0;0.0;-0.0;-0.0;0.0;0.0;0.0;-0.0;0.6222222222222222;0.0;-0.0;0.0;3.7333333333333334
M. van Bergen;/players/mitchell-van-bergen/426574/;2024-09-17;6;2.3000000000000003;1.5333333333333334;0.0;0.0;-0.0;-0.0;0.0;0.0;0.0;-0.0;0.7666666666666667;0.0;-0.0;0.0;4.6000000000000005
D. Rots;/players/daan-rots/628516/;2024-09-17;6;3.0;2.0;0.0;0.0;-0.0;-0.0;0.0;0.0;0.0;-0.0;1.0;0.0;-0.0;0.0;6.0
R. van Wolfswinkel;/players/ricky-van-wolfswinkel/59407/;2024-09-17;6;1.1333333333333333;0.7555555555555555;0.0;0.0;-0.0;-0.0;0.0;0.0;0.0;-0.0;0.37777777777777777;0.0;-0.0;0.0;2.2666666666666666
M. Vlap;/players/michel-vlap/407742/;2024-09-17;6;1.1333333333333333;0.7555555555555555;0.0;0.0;-0.0;-0.0;0.0;0.0;0.0;-0.0;1.1333333333333333;0.0;-0.0;0.0;3.022222222222222
B. Kuipers;/players/bas-edo-kuipers/274649/;2024-09-17;6;0.7333333333333333;0.4888888888888889;0.0;0.0;-0.0;-0.0;0.0;0.0;-0.0;-0.0;2.444444444444444;0.0;-0.0;0.0;3.666666666666666
S. Ltaief;/players/sayfallah-ltaief/659735/;2024-09-17;6;0.7;0.4666666666666667;0.0;0.0;-0.0;-0.0;0.0;0.0;0.0;-0.0;0.7;0.0;-0.0;0.0;1.8666666666666665
G. Besselink;/players/gijs-besselink/895383/;2024-09-17;6;0.30000000000000004;0.2;0.0;0.0;-0.0;-0.0;0.0;0.0;0.0;-0.0;0.30000000000000004;0.0;-0.0;0.0;0.8
I. El Maach;/players/issam-el-maach/506880/;2024-09-17;6;0.0;0.0;0.0;0.0;-0.0;-0.0;0.0;0.0;-0.0;-0.0;0.0;0.0;-0.0;0.0;0.0
J. Mesbahi;/players/julien-mesbahi/830556/;2024-09-17;6;0.0;0.0;0.0;0.0;-0.0;-0.0;0.0;0.0;-0.0;-0.0;0.0;0.0;-0.0;0.0;0.0
A. Van Hoorenbeeck;/players/alec-van-hoorenbeeck/593523/;2024-09-17;6;0.0;0.0;0.0;0.0;-0.0;-0.0;0.0;0.0;-0.0;-0.0;0.0;0.0;-0.0;0.0;0.0
M. Kjølø;/players/mathias-ullereng-kjolo/517477/;2024-09-17;6;0.0;0.0;0.0;0.0;-0.0;-0.0;0.0;0.0;0.0;-0.0;0.0;0.0;-0.0;0.0;0.0
M. Rots;/players/mats-rots/830558/;2024-09-17;6;0.0;0.0;0.0;0.0;-0.0;-0.0;0.0;0.0;-0.0;-0.0;0.0;0.0;-0.0;0.0;0.0
S. Karssies;/players/sam-luca-karssies/637401/;2024-09-17;6;0.0;0.0;0.0;0.0;-0.0;-0.0;0.0;0.0;-0.0;-0.0;0.0;0.0;-0.0;0.0;0.0
G. Lagerbielke;/players/gustaf-lagerbielke/500894/;2024-09-17;6;0.0;0.0;0.0;0.0;-0.0;-0.0;0.0;0.0;-0.0;-0.0;0.0;0.0;-0.0;0.0;0.0
M. van der Hart;/players/mickey-van-der-hart/218009/;2024-09-17;6;3.0;0.0;0.0;0.0;-2.0;-0.0;0.0;0.0;-2.0;-0.0;0.0;0.0;-0.0;0.0;-1.0
P. Bochniewicz;/players/pawe-bochniewicz/273911/;2024-09-17;6;2.0666666666666664;0.0;0.0;0.0;-0.0;-0.0;0.0;0.0;-2.0;-0.0;0.0;0.0;-0.0;0.0;0.06666666666666643
M. Köhlert;/players/mats-kohlert/400423/;2024-09-17;6;3.0;0.0;0.0;0.0;-2.0;-0.0;0.0;0.0;-2.0;-0.0;0.0;0.0;-0.0;0.0;-1.0
S. Kersten;/players/sam-kersten/453644/;2024-09-17;6;3.0;0.0;0.0;0.0;-0.0;-0.0;0.0;0.0;-2.0;-0.0;0.0;0.0;-0.0;0.0;1.0
O. Braude;/players/oliver-johansen-braude/794018/;2024-09-17;6;2.466666666666667;0.0;0.0;0.0;-0.0;-0.0;0.0;0.0;-2.0;-0.0;0.0;0.0;-0.0;0.0;0.4666666666666668
L. Brouwers;/players/luuk-brouwers/402458/;2024-09-17;6;3.0;0.0;0.0;0.0;-0.0;-0.0;0.0;0.0;0.0;-0.0;0.0;0.0;-0.0;0.0;3.0
S. Olsson;/players/simon-olsson/423888/;2024-09-17;6;2.6666666666666665;0.0;0.0;0.0;-0.0;-0.0;0.0;0.0;0.0;-0.0;0.0;0.0;-0.0;0.0;2.6666666666666665
E. van Ee;/players/espen-van-ee/921919/;2024-09-17;6;3.0;0.0;0.0;0.0;-0.0;-0.0;0.0;0.0;0.0;-0.0;0.0;0.0;-0.0;0.0;3.0
I. Nicolăescu;/players/ion-nicolescu/446191/;2024-09-17;6;3.0;0.0;0.0;0.0;-0.0;-0.0;0.0;0.0;0.0;-0.0;0.0;0.0;-0.0;0.0;3.0
